6,994,1855,136900
7,384,1430,180000
7,1264,2696,383970
6,1809,2259,217000
6,1028,2320,259500
6,729,1458,176000
5,1092,1092,139000
5,1125,1125,155000
7,1673,3222,320000
6,728,1456,163990
6,938,988,180000
4,732,1123,100000
6,1080,1080,136000
6,1199,1199,153900
6,1362,1586,181000
6,520,754,84500
6,1078,958,128000
5,672,840,87000
6,660,1348,155000
5,1008,1053,150000
7,924,2157,226000
6,992,2054,244000
5,1063,1327,150750
8,1267,1296,220000
5,1461,1721,180000
7,1304,1682,174000
5,1214,1214,143000
7,1907,1959,171000
8,1004,1852,230000
6,928,1764,231500
4,864,864,115000
7,1734,1734,260000
5,910,1385,166000
7,1490,1501,204000
5,1728,1728,125000
6,970,1709,130000
5,715,875,105000
7,884,2035,222500
7,1080,1080,141000
5,896,1344,115000
5,969,969,122000
8,1710,1710,372402
6,825,1993,190000
6,1602,1252,235000
6,1200,1200,125000
6,572,1096,79000
5,0,1040,109500
8,774,1968,269500
7,991,1947,254900
7,1392,2462,320000
6,1232,1232,162500
9,1572,2668,412500
7,1541,1541,220000
4,882,882,103200
6,1149,1616,152000
5,644,1355,127500
5,1617,1867,190000
8,1582,2161,325624
7,840,1720,183500
8,1686,1707,228000
5,720,1382,128500
6,1080,1656,215000
7,1064,1767,239000
6,1362,1362,163000
6,1606,1651,184000
6,1202,2158,243000
6,1151,2060,211000
5,1052,1920,172500
9,2216,2234,501837
5,968,968,100000
6,756,1525,177000
7,793,1802,200100
5,0,1340,120000
7,1362,2082,200000
5,504,1252,127000
10,1107,3608,475000
7,1188,1217,173000
5,660,1656,135000
5,1086,1224,153337
8,1593,1593,286000
8,853,2727,315000
7,725,1479,184000
7,1431,1431,192000
7,970,1709,130000
5,864,864,127000
6,855,1456,148500
7,1726,1726,311872
8,1360,3112,235000
6,755,2229,104000
8,1713,1713,274900
4,1121,1121,140000
6,1196,1279,171500
6,617,1310,112000
6,848,848,149000
5,720,1284,110000
7,1424,1442,180500
5,1140,1696,143900
4,1100,1100,141000
7,1157,2062,277000
6,1092,1092,145000
5,864,864,98000
6,1212,1212,186000
7,900,1852,252678
5,990,990,156000
6,689,1392,161750
5,1070,1236,134450
7,1436,1436,210000
4,686,1328,107000
7,798,1954,311500
7,1248,1248,167240
7,1498,1498,204900
6,1010,2267,200000
6,713,1552,179900
4,864,864,97000
10,2392,2392,386250
5,630,1302,112000
7,1203,2520,290000
6,483,987,106000
5,912,912,125000
7,1373,1555,192500
6,1194,1194,148000
8,1462,2794,403000
6,483,987,94500
5,894,894,128200
6,860,1960,216500
6,483,987,89500
7,1414,1414,185500
7,996,1744,194500
8,1694,1694,318000
6,735,1487,113000
8,1566,1566,262500
5,686,866,110500
5,540,1440,79000
6,626,1217,120000
7,948,2110,205000
7,1845,1872,241500
6,1020,1928,137000
6,1367,1375,140000
7,840,1668,180000
6,1444,2144,277000
3,728,1306,76500
8,1573,1625,235000
6,798,1640,173000
6,1302,1302,158000
5,1314,1314,145000
7,975,2291,230000
6,864,1728,207500
7,1604,1604,220000
7,963,1792,231500
5,0,882,97000
6,1362,1382,176000
8,1482,2574,276000
6,506,1212,151000
5,926,1316,130000
5,680,764,73000
6,1422,1422,175500
6,802,1511,185000
5,720,2192,179500
5,740,778,120500
6,1143,1113,148000
8,1095,1939,266000
7,1385,1363,241500
8,1152,2270,290000
6,1240,1632,139000
5,816,816,124500
7,952,1548,205000
7,1560,1560,201000
4,864,864,141000
9,2121,2121,415298
7,1160,2022,192000
7,807,1982,228500
6,1262,1262,185000
7,1314,1314,207500
8,1468,1468,244600
6,1575,1575,179200
7,625,1250,164700
6,912,1734,159000
4,858,858,88000
5,882,900,122000
6,698,1396,153575
8,1079,1919,233230
5,780,1716,135900
5,768,1716,131000
7,795,2263,235000
6,1416,1644,167000
6,1003,1003,142500
5,910,1558,152000
7,975,1950,239000
6,702,1743,175000
6,1092,1152,158500
5,1165,1336,157000
8,1028,2452,267000
7,1541,1541,205000
5,894,894,149900
7,1470,3493,295000
8,2000,2000,305900
7,700,2243,225000
6,319,1406,89500
4,861,861,82500
9,1896,1944,360000
6,697,1501,165600
6,972,972,132000
5,793,1118,119900
7,2136,2036,375000
7,728,1641,178000
7,716,1432,188500
7,845,2353,260000
8,1088,1959,270000
7,1347,2646,260000
7,1372,1472,187500
9,1249,2596,342643
8,1136,2468,354000
7,1502,2730,301000
3,1162,1163,126175
7,710,2978,242000
5,720,803,87000
8,1719,1719,324000
6,1383,1383,145250
6,844,2134,214500
5,596,1192,78000
5,1728,1728,119000
5,1056,1056,139000
8,3206,1629,284000
7,1358,1358,207000
6,943,1638,192000
5,1499,1786,228950
9,1922,1922,377426
7,1536,1536,214000
7,1208,1621,202500
6,1215,1215,155000
8,967,1908,202900
4,721,841,82000
3,0,1040,87500
9,1684,1684,266000
5,536,1112,85000
6,972,1577,140200
6,958,958,151500
6,1478,1478,157500
7,764,1626,154000
9,1848,2728,437154
9,1869,1869,318061
7,1453,1453,190000
5,616,1111,95000
6,624,720,105900
6,940,1595,140000
6,1200,1200,177500
6,1158,1167,173000
5,1142,1142,134000
5,1062,1352,130000
8,1086,1924,280000
6,888,912,156000
5,883,1505,145000
7,0,1922,198500
6,483,987,118000
6,796,1574,190000
5,672,1344,147000
6,1394,1394,159000
6,1099,1431,165000
5,1268,1268,132000
5,1063,1287,162000
6,953,1664,172400
4,0,1588,134432
6,744,752,125000
5,608,1319,123000
7,847,1928,219500
1,683,904,61000
5,870,914,148000
8,1580,2466,340000
9,1856,1856,394432
6,982,1800,179000
5,1026,1691,127000
7,1293,1301,187750
7,939,1797,213500
6,784,784,76000
6,1580,1953,240000
8,1256,1269,192000
5,658,1184,81000
6,1041,1125,125000
7,1468,1479,191000
10,1682,2332,426000
5,861,1367,119000
6,804,1961,215000
5,0,882,106500
4,788,788,100000
5,735,1034,109000
5,1144,1144,129000
5,894,894,123000
5,864,1812,169500
5,961,1077,67000
7,1092,1550,241000
8,1260,1288,245500
7,1310,1310,164990
5,672,672,108000
8,1141,2263,258000
6,806,1572,168000
4,1281,1620,150000
6,1064,1639,115000
6,840,1680,177000
7,1063,2172,280000
8,1034,2078,339750
5,1276,1276,60000
5,1056,1056,145000
7,1470,1478,222000
5,1008,1028,115000
7,1080,2097,228000
7,1340,1340,181134
6,672,1400,149500
6,1370,2624,239000
5,756,1134,126000
5,1056,1056,142000
7,1344,1344,206300
6,1602,1602,215000
5,988,988,113000
8,1470,2630,315000
6,1196,1196,139000
7,651,1389,135000
7,1518,1644,275000
4,907,907,109008
7,1208,1208,195400
6,1392,1412,175000
6,483,987,85400
6,901,1198,79900
5,765,1365,122500
6,926,1604,181000
4,630,630,81000
7,799,1661,212000
6,648,1118,116000
6,884,904,119000
5,440,694,90350
6,684,1196,110000
10,3094,2402,555000
4,1440,1440,118000
5,1078,1573,162900
7,1258,1258,172500
7,915,1908,210000
6,1436,1689,127500
6,1517,1888,190000
7,930,1886,199900
6,780,1376,119500
3,649,1183,120000
6,813,813,110000
7,1533,1533,280000
6,872,1756,204000
8,768,1590,210000
5,1728,1728,188000
7,1242,1242,175500
5,624,1344,98000
4,1364,1663,256000
8,588,1666,161000
5,709,1203,110000
8,832,1935,263435
7,560,1135,155000
5,864,864,62383
6,715,1660,188700
5,1040,1040,124000
7,1375,1414,178740
7,1277,1277,167000
5,728,1644,146500
8,1626,1634,250000
6,832,1710,187000
8,1488,1502,212000
7,808,1969,190000
6,547,1072,148000
8,1976,1976,440000
8,1494,1652,251000
5,970,970,132500
6,1478,1493,208900
9,2153,2643,380000
8,1705,1718,297000
4,907,1131,89471
9,1833,1850,326000
9,1792,1792,374000
7,910,1826,155000
6,1216,1216,164000
5,999,999,132500
5,1113,1113,147000
5,1073,1073,156000
5,1484,1484,175000
5,954,2414,160000
4,630,630,86000
5,264,1304,115000
6,806,1578,133000
6,728,1456,172785
5,1269,1269,155000
5,190,886,91300
4,720,720,34900
8,3200,3228,430000
7,1026,1820,184000
5,864,899,130000
5,912,912,120000
6,672,1218,113000
7,866,1768,226700
5,1214,1214,140000
7,1501,1801,289000
6,855,1322,147000
5,960,1960,124500
8,777,1911,215000
6,1218,1218,208300
7,689,1378,161000
5,1041,1041,124500
5,1008,1363,164900
7,1368,1368,202665
5,864,864,129900
6,1084,1080,134000
5,768,789,96500
10,2006,2020,402861
6,689,2119,158000
7,1264,2344,265000
6,794,1796,211000
7,1276,2080,234000
4,0,1294,106250
6,1244,1244,150000
6,1004,1664,159000
10,3138,4676,184750
7,1379,2398,315750
7,1257,1266,176000
5,928,928,132000
9,1452,2713,446261
4,528,605,86000
6,2035,2515,200624
6,1461,1509,175000
6,611,1362,128000
5,0,827,107500
1,0,334,39300
8,707,1414,178000
5,1117,1347,107500
7,880,1724,188000
4,864,864,111250
5,1051,1159,158000
8,1581,1601,272000
9,1838,1838,315000
8,969,2285,248000
7,1650,1680,213250
7,723,767,133000
7,654,1496,179665
7,1204,2183,229000
6,1065,1635,210000
5,768,768,129500
5,825,825,125000
7,912,2094,263000
6,1069,1069,140000
5,928,928,112500
8,1709,1717,255500
4,0,1126,108000
7,998,2046,284000
5,993,1048,113000
5,1092,1092,141000
4,637,1336,108000
7,729,1446,175000
7,1374,1557,234000
5,1392,1392,121500
5,1389,1389,170000
5,996,996,108000
6,1163,1674,185000
7,1095,2295,268000
6,806,1647,128000
9,1122,2504,325000
7,1517,1535,214000
8,1496,2132,316600
5,943,943,135960
5,1728,1728,142600
6,864,864,120000
7,846,1692,224500
7,384,1430,170000
5,372,1109,139000
5,832,1216,118500
7,861,1477,145000
5,1164,1320,164500
7,689,1392,146000
5,1050,1795,131500
6,1144,1429,181900
8,2042,2042,253293
6,816,816,118500
10,1237,2775,325000
4,884,1573,133000
8,1868,2028,369900
6,816,838,130000
5,840,860,137000
5,1437,1473,143000
5,742,935,79500
7,770,1582,185900
10,1722,2296,451950
5,816,816,138000
6,848,848,140000
5,924,924,110000
8,1814,1826,319000
6,684,1368,114504
7,1258,1402,194201
5,1430,1647,217500
6,716,1556,151000
8,1058,1904,275000
6,780,1375,141000
8,908,1915,220000
7,600,1200,151000
7,1494,1494,221000
7,768,1986,205000
5,1040,1040,152000
5,896,2008,225000
8,965,3194,359100
4,1029,1029,118500
9,1440,2153,313000
6,1032,1032,148000
8,1299,1872,261500
5,1120,1120,147000
4,630,630,75500
6,936,1054,137500
6,783,1509,183200
6,832,832,105500
9,1822,1828,314813
8,1482,2262,305000
3,864,864,67000
6,1522,2614,240000
5,980,980,135000
6,756,1512,168500
6,732,1790,165150
6,1116,1116,160000
5,978,1422,139900
6,1156,1520,153000
5,1040,2080,135000
6,1248,1350,168500
5,636,1750,124000
8,1554,1554,209500
7,1386,1411,82500
5,1056,1056,139400
6,1056,1056,144000
6,1440,3395,200000
2,264,800,60000
5,811,1387,93000
5,796,796,85000
8,1520,1567,264561
8,1518,1518,274000
7,1057,1929,226000
8,1952,2704,345000
5,780,1620,152000
9,1766,1766,370878
6,981,981,143250
5,0,1048,98300
6,1094,1094,155000
6,756,1839,155000
4,630,630,84500
7,813,1665,205950
4,755,1510,108000
7,880,1716,191000
6,756,1469,135000
8,2109,2113,350000
6,525,1092,88000
5,1053,1053,145500
7,776,1502,149000
6,912,1458,97500
5,1486,1486,167000
7,793,1935,197900
8,1629,2448,402000
6,1392,1392,110000
4,1138,1181,137500
8,2077,2097,423000
8,1406,1936,230500
6,1021,2380,129000
6,1408,1679,193500
5,1188,1437,168000
4,700,1180,137500
6,738,1476,173500
6,672,1369,103600
6,1208,1208,165000
6,1477,1839,257500
6,1136,1136,140000
6,855,1441,148500
4,1095,1774,87000
5,768,792,109500
8,2046,2046,372500
5,988,988,128500
6,923,923,143000
5,793,1520,159434
6,1291,1291,173000
9,1626,1668,285000
7,1195,1839,221000
7,1190,2090,207500
7,874,1761,227875
7,551,1102,148800
8,1419,1419,392000
6,1362,1362,194700
6,848,848,141000
10,2444,4316,755000
7,1210,2519,335000
5,1073,1073,108480
5,927,1539,141500
6,1112,1137,176000
5,616,616,89000
5,980,1148,123500
5,894,894,138500
7,1391,1391,196000
8,1800,1800,312500
7,1164,1164,140000
8,1234,2576,361919
5,360,1812,140000
7,1473,1484,213000
4,0,1092,55000
7,1643,1824,302000
8,1324,1324,254000
7,728,1456,179540
5,876,904,109900
3,270,729,52000
4,859,1178,102776
8,1228,1228,189000
4,960,960,129000
6,725,1479,130500
6,1064,1350,165000
7,718,2554,159500
5,1176,1178,157000
7,1311,2418,341000
5,971,971,128500
8,1742,1742,275000
6,848,848,143000
4,864,864,124500
4,941,1470,135000
9,1698,1698,320000
4,864,864,120500
6,880,1680,222000
7,1232,1232,194500
5,1584,1776,110000
4,780,1208,103000
8,1595,1616,236500
7,868,1146,187500
7,1153,2031,222500
5,864,1144,131400
5,948,948,108000
7,880,1768,163000
3,0,1040,93500
8,893,1801,239900
5,1200,1200,179000
7,864,1728,190000
5,264,1432,132000
6,912,912,142000
7,1349,1349,179000
5,520,1464,175000
8,1337,1337,180000
8,1142,2715,299800
7,952,2256,236000
7,1240,2640,265979
7,1720,1720,260400
4,0,1529,98000
4,576,1140,96500
7,660,1320,162000
6,1479,1494,217000
8,1030,2098,275500
6,1026,1026,156000
6,729,1471,172500
8,866,1768,212000
6,672,1386,158900
7,744,1501,179400
8,1318,2531,290000
6,864,864,127500
5,1145,1301,100000
7,756,1547,215200
8,1252,2365,337000
8,1494,1494,270000
9,1498,1506,264132
7,980,1714,196500
6,983,1750,160000
7,1860,1836,216837
8,1650,3279,538000
5,858,858,134900
4,836,1220,102000
6,1029,1117,107000
5,912,912,114500
8,1935,1973,395000
6,1204,1204,162000
7,1614,1614,221500
5,864,894,142500
5,0,2020,144000
6,975,1004,135000
7,1237,1253,176000
6,761,1603,175900
7,1413,1430,187100
5,1097,1110,165500
6,742,1484,128000
6,1372,1342,161500
5,686,1652,139000
7,956,2084,233000
4,901,901,107900
6,832,2087,187500
7,1145,1145,160200
6,1029,1062,146800
7,1117,2013,269790
8,1496,1496,225000
7,712,1895,194500
6,650,1564,171000
6,660,1285,143500
5,773,773,110000
9,1926,3140,485000
5,731,1768,175000
6,616,1688,200000
4,1196,1196,109900
7,728,1456,189000
9,1734,2822,582933
5,936,1128,118000
7,1417,1428,227680
5,980,980,135500
5,1324,1576,223500
5,1024,1086,159950
5,849,2138,106000
6,1040,1309,181000
6,848,848,144500
5,540,1044,55993
6,1442,1442,157900
5,686,1250,116000
7,1649,1661,224900
5,1008,1008,137000
8,1568,1689,271000
6,1010,1052,155000
7,1358,1358,224000
7,798,1640,183000
4,936,936,93000
7,847,1733,225000
6,778,1489,139500
8,1489,1489,232600
10,2078,2084,385000
5,784,784,109500
7,1454,1434,189000
5,1013,2126,185000
7,600,1223,147400
6,1392,1392,166000
7,600,1200,151000
7,941,1829,237000
6,1516,1516,167000
5,1144,1144,139950
4,1067,1067,128000
5,1559,1559,153500
6,483,987,100000
5,1099,1099,144000
5,768,1200,130500
6,672,1482,140000
5,650,1539,157500
6,1127,1165,174900
5,1800,1800,141000
5,876,1416,153900
5,1390,1701,171000
7,740,1775,213000
5,864,864,133500
6,907,2358,240000
6,528,1855,187000
6,848,848,131500
8,1273,1456,215000
7,918,1646,164000
6,1127,1445,158000
5,1763,1779,170000
5,1040,1040,127000
6,940,1026,147000
6,702,1481,174000
7,1090,1370,152000
6,1054,2654,250000
7,912,1426,189950
5,1039,1039,131500
6,1040,1097,152000
5,1148,1148,132500
7,1372,1372,250580
5,1002,1002,148500
8,1638,1646,248900
4,1040,1120,129000
5,0,2320,169000
7,1050,1949,236000
5,894,894,109500
6,804,1682,200500
5,105,910,116000
5,832,1268,133000
5,676,1131,66500
8,1184,2610,303477
4,1064,1040,132250
9,1462,2224,350000
5,1109,1155,148000
5,864,864,136500
5,1090,1090,157000
7,1156,1717,187500
6,808,1593,178000
4,795,2230,118500
5,892,892,100000
9,1698,1709,328900
5,1626,1712,145000
5,816,1393,135500
8,2217,2217,268000
6,1505,1505,149500
5,672,924,122900
6,918,1683,172500
6,1059,1068,154500
5,1383,1383,165000
5,0,1535,118858
6,780,1796,140000
4,951,951,106500
5,0,2240,142953
9,2330,2364,611657
5,912,1236,135000
4,858,858,110000
5,992,1306,153000
7,783,1509,180000
7,1670,1670,240000
5,876,902,125500
5,1056,1063,128000
8,1623,1636,255000
7,1017,2057,250000
5,864,902,131000
6,742,1484,174000
5,1105,2274,154300
5,1268,1268,143500
5,768,1015,88000
5,1001,2002,145000
6,612,1224,173733
4,546,1092,75000
2,480,480,35311
4,1134,1229,135000
7,1104,2127,238000
6,1184,1414,176500
6,928,1721,201000
5,1272,2200,145900
6,1316,1316,169990
6,1604,1617,193000
6,1686,1686,207500
5,1126,1126,175000
8,1181,2374,285000
7,832,1978,176000
8,1753,1788,236500
7,964,2236,222000
8,1466,1466,201000
5,925,925,117500
9,1905,1905,320000
7,1500,1500,190000
7,585,2069,242000
4,600,747,79900
7,1176,1200,184900
7,1113,1971,253000
7,1391,1962,239799
7,1032,2403,244400
6,1728,1728,150900
7,992,2060,214000
4,1440,1440,150000
5,1632,1632,143000
6,819,1344,137500
5,1088,1869,124900
5,1144,1144,143000
8,1616,1629,270000
7,936,1776,192500
6,1161,1381,197500
5,864,864,129000
5,828,965,119900
5,768,768,133900
5,784,1968,172000
6,945,980,127500
6,979,1958,145000
6,561,1229,124000
5,1057,1057,132000
7,1337,1337,185000
7,696,1416,155000
5,858,858,116500
6,1330,2872,272000
6,804,1548,155000
9,1800,1800,239000
7,817,1894,214900
6,783,1484,178900
5,728,1308,160000
5,1098,1098,135000
3,600,968,37900
6,588,1095,140000
4,720,1192,135000
7,764,1626,173000
6,918,918,99500
7,1428,1428,182000
7,728,2019,167500
7,673,1382,165000
4,440,869,85500
7,1241,1241,199900
4,894,894,110000
5,1121,1121,139000
7,944,999,178400
8,1225,2612,336000
7,1266,1266,159895
8,1128,2290,255900
5,0,1734,126000
5,1164,1164,125000
6,485,1635,117000
9,1930,1940,395192
6,848,2030,195000
7,770,1576,197000
8,1396,2392,348000
8,916,1742,168000
6,822,1851,187000
6,750,1500,173900
10,1700,1718,337500
4,747,1230,121600
5,1050,1050,136500
6,1442,1442,185000
3,1007,1077,91000
7,1187,1208,206000
3,0,944,82000
5,691,691,86000
8,1574,1574,232000
5,1680,1680,136905
7,1346,1504,181000
5,985,985,149900
6,1657,1657,163500
4,546,1092,88000
7,1710,1710,240000
5,1008,1522,102000
5,720,1271,135000
5,0,1664,100000
6,602,1502,165000
5,1022,1022,85000
6,1082,1082,119200
8,810,1665,227000
7,1504,1504,203000
8,1220,1360,187500
7,384,1472,160000
7,1362,1506,213490
4,1132,1132,176000
7,1199,1220,194000
5,912,1248,87000
7,1346,1504,191000
8,1565,2898,287000
5,882,882,112500
5,1268,1264,167500
8,1638,1646,293077
5,768,1376,105000
6,672,1218,118000
5,686,1928,160000
7,824,3082,197000
8,1338,2520,310000
7,1654,1654,230000
5,920,954,119750
4,0,845,84000
9,1620,1620,315500
8,1055,2263,287000
4,546,1344,97000
4,630,630,80000
5,1134,1803,155000
6,800,1632,173000
6,1306,1306,196000
7,1475,2329,262280
8,2524,2524,278000
3,0,1733,139600
9,1992,2868,556581
5,990,990,145000
5,0,1771,115000
4,0,930,84900
7,1302,1302,176485
7,1316,1316,200141
6,816,1977,165000
5,1216,1526,144500
8,1065,1989,255000
6,1193,1523,180000
7,1364,1364,185850
7,973,1850,248000
9,1104,2184,335000
6,854,1991,220000
8,1338,1338,213500
3,894,894,81000
5,662,2337,90000
6,1103,1103,110500
5,1154,1154,154000
7,1306,2260,328000
6,799,1571,178000
6,780,1611,167900
6,942,2521,151400
5,845,893,135000
5,1048,1048,135000
6,727,1556,154000
5,810,1456,91500
6,690,1426,159500
7,1240,1240,194000
7,800,1740,219500
5,796,1466,170000
5,1096,1096,138800
6,848,848,155900
5,990,990,126000
6,1258,1258,145000
5,1040,1040,133000
7,1459,1459,192000
6,1251,1251,160000
6,691,1498,187500
6,936,996,147000
4,546,1092,83500
8,1082,1953,252000
7,970,1709,137500
8,1247,1247,197000
3,0,1040,92900
7,600,1252,160000
6,1181,1694,136500
5,864,1200,146000
5,936,936,129000
6,1314,1314,176432
6,684,1355,127000
8,1074,1088,170000
4,672,1324,128000
7,1271,1601,157000
2,290,438,60000
5,950,950,119500
5,1010,1134,135000
6,655,1194,159500
5,630,1302,106000
8,1463,2622,325000
7,910,1442,179900
7,868,2021,274725
6,924,1690,181000
8,1836,1836,280000
6,773,1658,188000
7,803,1964,205000
5,816,816,129900
5,1008,1008,134500
5,833,833,117000
8,1734,1734,318000
8,408,1419,184100
5,894,894,130000
5,533,1601,140000
5,1040,1040,133700
6,1012,1012,118400
7,1552,1552,212900
4,672,960,112000
5,698,698,118000
7,384,1482,163900
4,1005,1005,115000
7,1373,1555,174000
7,1530,1530,259000
7,847,1959,215000
5,936,936,140000
4,1122,1981,135000
5,974,974,93500
6,1008,2210,117500
8,1128,2020,239500
6,916,1600,169000
6,960,986,102000
6,1032,1252,119000
5,780,1020,94000
6,1567,1567,196000
5,915,1167,144000
5,952,952,139000
5,780,1868,197500
8,1466,2828,424870
5,1006,1006,80000
4,672,924,80000
5,1042,1576,149000
6,1298,1298,180000
7,704,1564,174500
7,572,1111,116900
7,650,1482,143000
6,932,932,124000
5,1466,1466,149900
6,1073,1811,230000
6,816,816,120500
7,864,1820,201800
5,1437,1437,218000
5,1219,1265,179900
7,1314,1314,230000
8,1580,1580,235128
6,901,1876,185000
6,855,1456,146000
6,1296,1640,224000
5,894,894,129000
4,1198,1258,108959
5,1360,1432,194000
7,1502,1502,233170
8,1694,1694,245350
6,959,1671,173000
6,1127,2108,235000
10,1930,3627,625000
6,1096,1118,171000
6,1261,1261,163000
7,625,1250,171900
5,1598,3086,200500
6,952,2345,239000
8,1683,2872,285000
5,876,923,119500
6,818,1224,115000
5,731,1343,154900
5,0,1124,93000
7,1216,2514,250000
8,1600,1652,392500
10,2396,4476,745000
5,1120,1130,120000
5,1572,1572,186700
5,784,1221,104900
3,978,1699,95000
8,1624,1624,262000
7,831,1660,195000
7,994,1804,189000
4,1249,1622,168000
8,776,1441,174000
5,702,1472,125000
6,1224,1224,165000
6,663,1352,158000
6,728,1456,176000
7,879,1863,219210
7,815,1690,144000
7,1212,1212,178000
4,1051,1382,148000
4,864,864,116050
7,866,1779,197900
5,884,1348,117000
7,1630,1630,213000
5,1056,1074,153500
7,2158,2196,271900
4,1056,1056,107000
6,1682,1700,200000
5,931,1283,140000
8,1660,1660,290000
6,1055,1845,189000
8,559,1752,164000
4,672,672,113000
4,648,960,145000
5,925,999,134500
5,894,894,125000
6,0,1902,112000
8,1300,1314,229456
4,0,912,80500
6,672,1218,91500
5,912,912,115000
5,952,1211,134000
6,1040,1846,143000
5,2136,2136,137900
7,788,1490,184000
6,588,1138,145000
6,894,1933,214000
5,912,912,147000
9,1702,1702,367294
5,1075,1507,127000
5,1361,2620,190000
5,1106,1190,132500
4,0,1224,101800
5,1188,1188,142000
5,940,1964,130000
5,747,1784,138887
7,764,1626,175500
7,847,1948,195000
6,1141,1141,142500
8,1476,1484,265900
7,884,1768,224900
7,1689,1689,248328
7,1053,1173,170000
10,2076,2076,465000
8,792,1517,230000
6,585,1868,178000
7,756,1553,186500
6,1012,1034,169900
6,735,2058,129500
5,876,988,119000
7,2110,2110,244000
7,1405,1405,171750
5,864,874,130000
7,1192,2167,294000
7,746,1656,165400
6,884,1367,127500
8,1986,1987,301500
5,864,864,99900
7,856,1166,190000
6,1054,1054,151000
6,841,1675,181000
5,1050,1050,128900
4,1104,1788,161500
6,764,1824,180500
6,1405,1337,181000
7,691,1452,183900
7,925,1889,122000
9,2002,2018,378500
8,728,3447,381000
5,874,1524,144000
7,1332,1524,260000
6,1489,1489,185750
5,935,935,137000
6,1019,1357,177000
5,661,1250,139000
5,928,1920,137000
6,723,1395,162000
6,1680,1724,197900
8,1128,2031,237000
4,698,1128,68400
7,1573,1573,227000
7,1309,1339,180000
5,1040,1040,150500
6,912,1824,139000
6,804,2447,169000
6,780,1412,132500
6,1328,1328,143000
5,1624,1582,190000
8,1501,1659,278000
8,1085,1970,281000
5,1152,1152,180500
5,630,1302,119500
5,994,2372,107500
7,832,1664,162900
5,864,864,115000
5,1052,1052,138500
5,1120,1128,155000
6,547,1072,140000
10,6110,5642,160000
5,1246,1246,154000
7,978,1983,225000
6,771,1494,177500
8,1165,2526,290000
7,1616,1616,232000
7,976,1708,130000
9,1652,1652,325000
7,1368,1368,202500
5,990,990,138000
5,924,1122,147000
6,1278,1294,179200
7,1902,1902,335000
7,1274,1274,203000
8,1453,2810,302000
9,1393,2599,333168
4,948,948,119000
6,952,2112,206900
8,1622,1630,295493
7,1352,1352,208900
8,1753,1787,275000
4,864,948,111000
6,1478,1478,156500
3,0,720,72500
7,750,1923,190000
4,420,708,82500
8,1795,1795,147000
4,796,796,55000
3,544,774,79000
5,816,816,130500
6,1510,2792,256000
7,935,1632,176500
8,1588,1588,227000
5,911,954,132500
4,816,816,100000
5,803,1360,125500
5,765,1365,125000
6,1350,1334,167900
5,1656,1656,135000
4,693,693,52500
7,916,1861,200000
5,864,864,128500
4,858,872,123000
6,1114,1114,155000
8,1284,2169,228500
6,896,1913,177000
7,728,1456,155835
4,960,960,108500
7,1568,2156,262500
8,1732,1776,283463
7,1482,1494,215000
8,684,2358,122000
5,1248,2634,200000
6,858,1716,171000
6,698,1176,134900
8,2033,3238,410000
